source_name	source_type	source_id	target_name	target_type	target_id	relation_type	resource	pmid
ABCB4	Gene	ENTREZ:5244	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	31071368
ABCB4	Gene	ENTREZ:5244	fibrosis of bile duct	Disease	MONDO:0041959	GNBR::D::Gene:Disease	FIBROAD	16223543
ABCB4	Gene	ENTREZ:5244	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	33340584
ABCB4	Gene	ENTREZ:5244	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	21868490
ACE	Gene	ENTREZ:1636	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	11425779
ACE	Gene	ENTREZ:1636	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	22822076
ACE	Gene	ENTREZ:1636	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	27538767
ACE2	Gene	ENTREZ:59272	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	27538767
ACE2	Gene	ENTREZ:59272	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	20679547
ACE2	Gene	ENTREZ:59272	renal fibrosis	Disease	MONDO:0000494	GNBR::D::Gene:Disease	FIBROAD	28808068
ACKR3	Gene	ENTREZ:57007	renal fibrosis	Disease	MONDO:0000494	GNBR::D::Gene:Disease	FIBROAD	18268039
ACKR3	Gene	ENTREZ:57007	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::D::Gene:Disease	FIBROAD	26779814
ACKR3	Gene	ENTREZ:57007	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	24256728
ACKR3	Gene	ENTREZ:57007	renal fibrosis	Disease	MONDO:0000494	GNBR::D::Gene:Disease	FIBROAD	18268039
ACTA2	Gene	ENTREZ:59	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	22028387
ACTA2	Gene	ENTREZ:59	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	27853137
ACTA2	Gene	ENTREZ:59	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	30820965
ACTA2	Gene	ENTREZ:59	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	31476284
ACVR1B	Gene	ENTREZ:91	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	28639003
ACVR1B	Gene	ENTREZ:91	systemic sclerosis	Disease	MONDO:0005100	GNBR::G::Gene:Disease	FIBROAD	21377836
ACVR1B	Gene	ENTREZ:91	atherosclerosis	Disease	MONDO:0005311	GNBR::G::Gene:Disease	FIBROAD	18202322
ACVR1B	Gene	ENTREZ:91	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	30369314
ADAM17	Gene	ENTREZ:6868	atherosclerosis	Disease	MONDO:0005311	GNBR::G::Gene:Disease	FIBROAD	29930147
ADAM17	Gene	ENTREZ:6868	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	27480833
ADAM17	Gene	ENTREZ:6868	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	16600387
ADAM17	Gene	ENTREZ:6868	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	21079048
ADIPOQ	Gene	ENTREZ:9370	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	23833260
ADIPOQ	Gene	ENTREZ:9370	renal fibrosis	Disease	MONDO:0000494	GNBR::D::Gene:Disease	FIBROAD	17626903
ADIPOQ	Gene	ENTREZ:9370	renal fibrosis	Disease	MONDO:0000494	GNBR::D::Gene:Disease	FIBROAD	23334396
ADIPOQ	Gene	ENTREZ:9370	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	19933924
ADIPOQ	Gene	ENTREZ:9370	renal fibrosis	Disease	MONDO:0000494	GNBR::D::Gene:Disease	FIBROAD	25957229
ADIPOQ	Gene	ENTREZ:9370	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	14724832
ADIPOR1	Gene	ENTREZ:51094	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	33199780
ADIPOR2	Gene	ENTREZ:79602	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	33199780
ADIPOR1	Gene	ENTREZ:51094	Fibrosis	Disease	MESH:D005355	GNBR::D::Gene:Disease	FIBROAD	33213041
ADIPOR2	Gene	ENTREZ:79602	Fibrosis	Disease	MESH:D005355	GNBR::D::Gene:Disease	FIBROAD	33213041
ADIPOR1	Gene	ENTREZ:51094	renal fibrosis	Disease	MONDO:0000494	GNBR::D::Gene:Disease	FIBROAD	29330340
ADIPOR2	Gene	ENTREZ:79602	renal fibrosis	Disease	MONDO:0000494	GNBR::D::Gene:Disease	FIBROAD	29330340
ADIPOR1	Gene	ENTREZ:51094	Fibrosis	Disease	MESH:D005355	GNBR::D::Gene:Disease	FIBROAD	30569772
ADIPOR2	Gene	ENTREZ:79602	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	18666257
ADM	Gene	ENTREZ:133	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	14967720
ADM	Gene	ENTREZ:133	renal fibrosis	Disease	MONDO:0000494	GNBR::D::Gene:Disease	FIBROAD	18401334
ADM	Gene	ENTREZ:133	renal fibrosis	Disease	MONDO:0000494	GNBR::D::Gene:Disease	FIBROAD	16105039
ADM	Gene	ENTREZ:133	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	23355623
ADRB2	Gene	ENTREZ:154	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	28396116
ADRB2	Gene	ENTREZ:154	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	10758054
ADRB2	Gene	ENTREZ:154	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	10618307
AGT	Gene	ENTREZ:183	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	18508830
AGT	Gene	ENTREZ:183	renal fibrosis	Disease	MONDO:0000494	GNBR::D::Gene:Disease	FIBROAD	9077534
AGT	Gene	ENTREZ:183	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	20237455
AGT	Gene	ENTREZ:183	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	9884332
AHSA1	Gene	ENTREZ:10598	cystic fibrosis	Disease	MONDO:0009061	GNBR::G::Gene:Disease	FIBROAD	17110338
AHSA1	Gene	ENTREZ:10598	cystic fibrosis	Disease	MONDO:0009061	GNBR::G::Gene:Disease	FIBROAD	18556464
AHSA1	Gene	ENTREZ:10598	cystic fibrosis	Disease	MONDO:0009061	GNBR::G::Gene:Disease	FIBROAD	20089831
AKT1	Gene	ENTREZ:207	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	26921108
AKT1	Gene	ENTREZ:207	renal fibrosis	Disease	MONDO:0000494	GNBR::D::Gene:Disease	FIBROAD	33316281
AKT1	Gene	ENTREZ:207	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	25970154
AKT1	Gene	ENTREZ:207	renal fibrosis	Disease	MONDO:0000494	GNBR::D::Gene:Disease	FIBROAD	25012168
ALDH2	Gene	ENTREZ:217	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	31279903
ALDH2	Gene	ENTREZ:217	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	24492981
ALDH2	Gene	ENTREZ:217	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	16502397
ALDH2	Gene	ENTREZ:217	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	19332462
ANGPT1	Gene	ENTREZ:284	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	12628953
ANGPT1	Gene	ENTREZ:284	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	21606590
ANGPT1	Gene	ENTREZ:284	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	25932532
ANGPT2	Gene	ENTREZ:285	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	30259536
ANGPT2	Gene	ENTREZ:285	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	24511140
ANGPT2	Gene	ENTREZ:285	Fibrosis	Disease	MESH:D005355	GNBR::D::Gene:Disease	FIBROAD	28355132
ANGPT2	Gene	ENTREZ:285	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	24708486
APC	Gene	ENTREZ:324	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	32327611
APC	Gene	ENTREZ:324	desmoid tumor	Disease	MONDO:0007608	GNBR::D::Gene:Disease	FIBROAD	22094874
BAX	Gene	ENTREZ:581	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	17209037
BAX	Gene	ENTREZ:581	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	26180237
BAX	Gene	ENTREZ:581	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	28317867
BCL2	Gene	ENTREZ:596	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	14715896
BCL2	Gene	ENTREZ:596	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	23514933
BCL2	Gene	ENTREZ:596	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	16423888
BGN	Gene	ENTREZ:633	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	29253517
BGN	Gene	ENTREZ:633	atherosclerosis	Disease	MONDO:0005311	GNBR::G::Gene:Disease	FIBROAD	15031262
BGN	Gene	ENTREZ:633	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	27789290
BGN	Gene	ENTREZ:633	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	21454527
BMP2	Gene	ENTREZ:650	keloid	Disease	MONDO:0005348	GNBR::G::Gene:Disease	FIBROAD	9427911
BMP2	Gene	ENTREZ:650	renal fibrosis	Disease	MONDO:0000494	GNBR::D::Gene:Disease	FIBROAD	18832104
BMP2	Gene	ENTREZ:650	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	29789683
BMP2	Gene	ENTREZ:650	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::D::Gene:Disease	FIBROAD	21659661
BMP2	Gene	ENTREZ:650	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	22283839
BMP4	Gene	ENTREZ:652	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	23248151
BMP4	Gene	ENTREZ:652	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	30941514
BMP4	Gene	ENTREZ:652	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	33188599
BMP4	Gene	ENTREZ:652	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::D::Gene:Disease	FIBROAD	20573231
BMP4	Gene	ENTREZ:652	Fibrosis	Disease	MESH:D005355	GNBR::D::Gene:Disease	FIBROAD	28159972
BMP7	Gene	ENTREZ:655	renal fibrosis	Disease	MONDO:0000494	GNBR::D::Gene:Disease	FIBROAD	12808448
BMP7	Gene	ENTREZ:655	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	31495264
BMP7	Gene	ENTREZ:655	Peritoneal Fibrosis	Disease	MESH:D056627	GNBR::D::Gene:Disease	FIBROAD	19193779
BMP7	Gene	ENTREZ:655	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	17127702
BRD4	Gene	ENTREZ:23476	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	31409188
BRD4	Gene	ENTREZ:23476	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	26644586
BRD4	Gene	ENTREZ:23476	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	28063381
BRD4	Gene	ENTREZ:23476	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	33290278
CAV1	Gene	ENTREZ:857	cystic fibrosis	Disease	MONDO:0009061	GNBR::D::Gene:Disease	FIBROAD	25665524
CAV1	Gene	ENTREZ:857	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::D::Gene:Disease	FIBROAD	31826982
CAV1	Gene	ENTREZ:857	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	31492508
CAV1	Gene	ENTREZ:857	Peritoneal Fibrosis	Disease	MESH:D056627	GNBR::D::Gene:Disease	FIBROAD	25550395
CAV1	Gene	ENTREZ:857	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::D::Gene:Disease	FIBROAD	11498544
CAV1	Gene	ENTREZ:857	atherosclerosis	Disease	MONDO:0005311	GNBR::G::Gene:Disease	FIBROAD	27895190
CCL1	Gene	ENTREZ:6346	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	22031018
CCL1	Gene	ENTREZ:6346	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	32586381
CCL1	Gene	ENTREZ:6346	keloid	Disease	MONDO:0005348	GNBR::G::Gene:Disease	FIBROAD	28526296
CCL11	Gene	ENTREZ:6356	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	29467297
CCL11	Gene	ENTREZ:6356	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	21851604
CCL11	Gene	ENTREZ:6356	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	16314464
CCL2	Gene	ENTREZ:6347	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	33159815
CCL2	Gene	ENTREZ:6347	chronic pancreatitis	Disease	MONDO:0005003	GNBR::D::Gene:Disease	FIBROAD	26896096
CCL2	Gene	ENTREZ:6347	Fibrosis	Disease	MESH:D005355	GNBR::D::Gene:Disease	FIBROAD	33798959
CCL2	Gene	ENTREZ:6347	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	22177985
CCL3	Gene	ENTREZ:6348	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	15569315
CCL3	Gene	ENTREZ:6348	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	21851604
CCL3	Gene	ENTREZ:6348	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	24890045
CCL5	Gene	ENTREZ:6352	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	28011329
CCL5	Gene	ENTREZ:6352	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	28318046
CCL5	Gene	ENTREZ:6352	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	20978355
CCL5	Gene	ENTREZ:6352	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	27639593
CCN2	Gene	ENTREZ:1490	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	30716392
CCN2	Gene	ENTREZ:1490	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	28376190
CCN2	Gene	ENTREZ:1490	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	31495264
CCN2	Gene	ENTREZ:1490	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	30898581
CCR1	Gene	ENTREZ:1230	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	19603542
CCR1	Gene	ENTREZ:1230	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	14747380
CCR1	Gene	ENTREZ:1230	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	15569315
CCR1	Gene	ENTREZ:1230	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	11805137
CCR1	Gene	ENTREZ:1230	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	17229070
CCR2	Gene	ENTREZ:729230	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	31813573
CCR2	Gene	ENTREZ:729230	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	31439648
CCR2	Gene	ENTREZ:729230	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	30179264
CCR2	Gene	ENTREZ:729230	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	29572892
CCR3	Gene	ENTREZ:1232	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	29467297
CCR3	Gene	ENTREZ:1232	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	16314464
CCR3	Gene	ENTREZ:1232	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	17148674
CCR5	Gene	ENTREZ:1234	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	30179264
CCR5	Gene	ENTREZ:1234	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	19603542
CCR5	Gene	ENTREZ:1234	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	23526353
CCR5	Gene	ENTREZ:1234	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	29336497
CD274	Gene	ENTREZ:29126	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	30257954
CD274	Gene	ENTREZ:29126	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::D::Gene:Disease	FIBROAD	31201259
CD274	Gene	ENTREZ:29126	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	32493933
CD274	Gene	ENTREZ:29126	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	30763282
CEBPB	Gene	ENTREZ:1051	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	29511346
CEBPB	Gene	ENTREZ:1051	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	28002407
CEBPB	Gene	ENTREZ:1051	renal fibrosis	Disease	MONDO:0000494	GNBR::D::Gene:Disease	FIBROAD	19297554
CEBPB	Gene	ENTREZ:1051	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	24947615
CFTR	Gene	ENTREZ:1080	cystic fibrosis	Disease	MONDO:0009061	GNBR::D::Gene:Disease	FIBROAD	18304008
CFTR	Gene	ENTREZ:1080	cystic fibrosis	Disease	MONDO:0009061	GNBR::D::Gene:Disease	FIBROAD	24973281
CFTR	Gene	ENTREZ:1080	cystic fibrosis	Disease	MONDO:0009061	GNBR::D::Gene:Disease	FIBROAD	32243806
CFTR	Gene	ENTREZ:1080	cystic fibrosis	Disease	MONDO:0009061	GNBR::D::Gene:Disease	FIBROAD	25350163
COL18A1	Gene	ENTREZ:80781	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	27165830
COL18A1	Gene	ENTREZ:80781	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::D::Gene:Disease	FIBROAD	22649092
COL18A1	Gene	ENTREZ:80781	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::D::Gene:Disease	FIBROAD	23688086
COL1A1	Gene	ENTREZ:1277	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	33398455
COL1A1	Gene	ENTREZ:1277	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	20117381
COL1A1	Gene	ENTREZ:1277	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	30830875
COL1A1	Gene	ENTREZ:1277	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	27993716
COL1A2	Gene	ENTREZ:1278	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	21864682
COL1A2	Gene	ENTREZ:1278	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	16815696
COL1A2	Gene	ENTREZ:1278	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	27503806
COL3A1	Gene	ENTREZ:1281	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	29899023
COL3A1	Gene	ENTREZ:1281	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	33398455
COL3A1	Gene	ENTREZ:1281	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	20117381
COMP	Gene	ENTREZ:1311	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	27318326
COMP	Gene	ENTREZ:1311	keloid	Disease	MONDO:0005348	GNBR::G::Gene:Disease	FIBROAD	16520029
COMP	Gene	ENTREZ:1311	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	18408251
