source_name	source_type	source_id	target_name	target_type	target_id	relation_type	resource	pmid
CXCL12	Gene	ENTREZ:6387	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	19434726
CXCL12	Gene	ENTREZ:6387	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	30700545
CXCL12	Gene	ENTREZ:6387	chronic pancreatitis	Disease	MONDO:0005003	GNBR::D::Gene:Disease	FIBROAD	30748094
CXCL12	Gene	ENTREZ:6387	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	15286810
CXCL12	Gene	ENTREZ:6387	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	32384208
CXCR2	Gene	ENTREZ:3579	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	29514257
CXCR2	Gene	ENTREZ:3579	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	32639881
CXCR2	Gene	ENTREZ:3579	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	15105284
CXCR2	Gene	ENTREZ:3579	chronic pancreatitis	Disease	MONDO:0005003	GNBR::G::Gene:Disease	FIBROAD	21926469
CXCR4	Gene	ENTREZ:7852	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	19434726
CXCR4	Gene	ENTREZ:7852	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	26602164
CXCR4	Gene	ENTREZ:7852	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	30700545
CXCR4	Gene	ENTREZ:7852	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	32440550
CXCR4	Gene	ENTREZ:7852	renal fibrosis	Disease	MONDO:0000494	GNBR::D::Gene:Disease	FIBROAD	18268039
CXCR4	Gene	ENTREZ:7852	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	32384208
DCN	Gene	ENTREZ:1634	renal fibrosis	Disease	MONDO:0000494	GNBR::D::Gene:Disease	FIBROAD	8597951
DCN	Gene	ENTREZ:1634	neurofibroma	Disease	MONDO:0016755	GNBR::D::Gene:Disease	FIBROAD	23983032
DCN	Gene	ENTREZ:1634	keloid	Disease	MONDO:0005348	GNBR::D::Gene:Disease	FIBROAD	30528862
DCN	Gene	ENTREZ:1634	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	15949932
DCN	Gene	ENTREZ:1634	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::D::Gene:Disease	FIBROAD	11254537
EDN1	Gene	ENTREZ:1906	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	31177814
EDN1	Gene	ENTREZ:1906	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	31747868
EDN1	Gene	ENTREZ:1906	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	9279246
EDN1	Gene	ENTREZ:1906	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	22183953
EDN1	Gene	ENTREZ:1906	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	8981923
EDN1	Gene	ENTREZ:1906	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	7615814
EGF	Gene	ENTREZ:1950	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	24677197
EGF	Gene	ENTREZ:1950	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	25311535
EGF	Gene	ENTREZ:1950	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	10903338
EGFR	Gene	ENTREZ:1956	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	31676723
EGFR	Gene	ENTREZ:1956	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	32678881
EGFR	Gene	ENTREZ:1956	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	24677197
EGFR	Gene	ENTREZ:1956	Peritoneal Fibrosis	Disease	MESH:D056627	GNBR::G::Gene:Disease	FIBROAD	26677863
EFNB2	Gene	ENTREZ:1948	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	29058717
EFNB2	Gene	ENTREZ:1948	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	30268571
EFNB2	Gene	ENTREZ:1948	neurofibroma	Disease	MONDO:0016755	GNBR::G::Gene:Disease	FIBROAD	28834283
EFNB2	Gene	ENTREZ:1948	neurofibroma	Disease	MONDO:0016755	GNBR::G::Gene:Disease	FIBROAD	33794069
ENG	Gene	ENTREZ:2022	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	22592898
ENG	Gene	ENTREZ:2022	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	20156938
ENG	Gene	ENTREZ:2022	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	15539634
ENG	Gene	ENTREZ:2022	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	22941949
ENG	Gene	ENTREZ:2022	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	25245471
FAS	Gene	ENTREZ:355	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	10393694
FASLG	Gene	ENTREZ:356	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	10393694
FAS	Gene	ENTREZ:355	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	15148335
FASLG	Gene	ENTREZ:356	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	15148335
FAS	Gene	ENTREZ:355	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	12579197
FAS	Gene	ENTREZ:355	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	23074025
FASLG	Gene	ENTREZ:356	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	22850679
FASLG	Gene	ENTREZ:356	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	10791994
FGF1	Gene	ENTREZ:2246	renal fibrosis	Disease	MONDO:0000494	GNBR::D::Gene:Disease	FIBROAD	28750927
FGF1	Gene	ENTREZ:2246	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	32965675
FGF1	Gene	ENTREZ:2246	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	26858440
FGF1	Gene	ENTREZ:2246	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	24200746
FGF1	Gene	ENTREZ:2246	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	17032753
FGF2	Gene	ENTREZ:2247	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	32979454
FGF2	Gene	ENTREZ:2247	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	29249393
FGF2	Gene	ENTREZ:2247	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	27080571
FGF2	Gene	ENTREZ:2247	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	11168939
FGFR1	Gene	ENTREZ:2260	renal fibrosis	Disease	MONDO:0000494	GNBR::D::Gene:Disease	FIBROAD	33131311
FGFR1	Gene	ENTREZ:2260	primary myelofibrosis	Disease	MONDO:0009692	GNBR::G::Gene:Disease	FIBROAD	20554971
FGFR1	Gene	ENTREZ:2260	Fibrosis	Disease	MESH:D005355	GNBR::D::Gene:Disease	FIBROAD	28771231
FGFR1	Gene	ENTREZ:2260	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	33135394
FGFR2	Gene	ENTREZ:2263	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	30067981
FGFR2	Gene	ENTREZ:2263	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::D::Gene:Disease	FIBROAD	31860803
FGFR2	Gene	ENTREZ:2263	keloid	Disease	MONDO:0005348	GNBR::D::Gene:Disease	FIBROAD	31830366
FGFR2	Gene	ENTREZ:2263	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	28646122
FLT4	Gene	ENTREZ:2324	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	30833548
FLT4	Gene	ENTREZ:2324	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	33479195
FLT4	Gene	ENTREZ:2324	keloid	Disease	MONDO:0005348	GNBR::G::Gene:Disease	FIBROAD	11175851
FN1	Gene	ENTREZ:2335	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	32173580
FN1	Gene	ENTREZ:2335	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	29653926
FN1	Gene	ENTREZ:2335	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	24946284
FN1	Gene	ENTREZ:2335	primary myelofibrosis	Disease	MONDO:0009692	GNBR::G::Gene:Disease	FIBROAD	8286747
FOS	Gene	ENTREZ:2353	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	32296036
FOS	Gene	ENTREZ:2353	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	9242432
FOS	Gene	ENTREZ:2353	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	19027749
FOXP1	Gene	ENTREZ:27086	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	31177814
FOXP1	Gene	ENTREZ:27086	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	32648149
FOXP1	Gene	ENTREZ:27086	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	33408770
FOXP1	Gene	ENTREZ:27086	atherosclerosis	Disease	MONDO:0005311	GNBR::G::Gene:Disease	FIBROAD	21683954
GREM1	Gene	ENTREZ:26585	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	32173580
GREM1	Gene	ENTREZ:26585	chronic pancreatitis	Disease	MONDO:0005003	GNBR::G::Gene:Disease	FIBROAD	26141517
GREM1	Gene	ENTREZ:26585	Peritoneal Fibrosis	Disease	MESH:D056627	GNBR::G::Gene:Disease	FIBROAD	25194662
GREM1	Gene	ENTREZ:26585	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	25378054
HBEGF	Gene	ENTREZ:1839	Peritoneal Fibrosis	Disease	MESH:D056627	GNBR::G::Gene:Disease	FIBROAD	11168942
HBEGF	Gene	ENTREZ:1839	chronic pancreatitis	Disease	MONDO:0005003	GNBR::G::Gene:Disease	FIBROAD	12671899
HBEGF	Gene	ENTREZ:1839	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	30451982
HBEGF	Gene	ENTREZ:1839	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	15856048
HGF	Gene	ENTREZ:3082	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	18395096
HGF	Gene	ENTREZ:3082	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	29079780
HGF	Gene	ENTREZ:3082	Fibrosis	Disease	MESH:D005355	GNBR::D::Gene:Disease	FIBROAD	24859116
HGF	Gene	ENTREZ:3082	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	25662495
HGF	Gene	ENTREZ:3082	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	16469408
HIF1A	Gene	ENTREZ:3091	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	27625023
HIF1A	Gene	ENTREZ:3091	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::D::Gene:Disease	FIBROAD	21606594
HIF1A	Gene	ENTREZ:3091	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	22403061
HIF1A	Gene	ENTREZ:3091	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	33805152
HSPB1	Gene	ENTREZ:3315	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	31126962
HSPB1	Gene	ENTREZ:3315	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::D::Gene:Disease	FIBROAD	26744531
HSPB1	Gene	ENTREZ:3315	primary myelofibrosis	Disease	MONDO:0009692	GNBR::G::Gene:Disease	FIBROAD	29650953
HSPB1	Gene	ENTREZ:3315	Fibrosis	Disease	MESH:D005355	GNBR::D::Gene:Disease	FIBROAD	23262200
ICAM1	Gene	ENTREZ:3383	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	29222072
ICAM1	Gene	ENTREZ:3383	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	12011223
ICAM1	Gene	ENTREZ:3383	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	31729904
ICAM1	Gene	ENTREZ:3383	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	17167153
IFNG	Gene	ENTREZ:3458	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	8621153
IFNG	Gene	ENTREZ:3458	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	31173810
IFNG	Gene	ENTREZ:3458	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	15361241
IFNG	Gene	ENTREZ:3458	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	17923165
IGF1	Gene	ENTREZ:3479	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	10347117
IGF1	Gene	ENTREZ:3479	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	21723061
IGF1	Gene	ENTREZ:3479	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	23583271
IGF1	Gene	ENTREZ:3479	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	10325238
IL10	Gene	ENTREZ:3586	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::D::Gene:Disease	FIBROAD	30852423
IL10	Gene	ENTREZ:3586	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	19096025
IL10	Gene	ENTREZ:3586	fibrotic liver disease	Disease	MONDO:0100430	GNBR::J::Gene:Disease	FIBROAD	30274824
IL10	Gene	ENTREZ:3586	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	21864478
IL11	Gene	ENTREZ:3589	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	31554736
IL11	Gene	ENTREZ:3589	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	29160304
IL11	Gene	ENTREZ:3589	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	11590369
IL11	Gene	ENTREZ:3589	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	8981933
IL13	Gene	ENTREZ:3596	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	16327802
IL13	Gene	ENTREZ:3596	renal fibrosis	Disease	MONDO:0000494	GNBR::D::Gene:Disease	FIBROAD	27745702
IL13	Gene	ENTREZ:3596	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	26436920
IL13	Gene	ENTREZ:3596	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	15546394
IL13RA1	Gene	ENTREZ:3597	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::D::Gene:Disease	FIBROAD	26153764
IL13RA1	Gene	ENTREZ:3597	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	32695877
IL13RA1	Gene	ENTREZ:3597	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	29094025
IL13RA1	Gene	ENTREZ:3597	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	18266877
IL13RA2	Gene	ENTREZ:3598	Fibrosis	Disease	MESH:D005355	GNBR::D::Gene:Disease	FIBROAD	15546394
IL13RA2	Gene	ENTREZ:3598	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	16327802
IL13RA2	Gene	ENTREZ:3598	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	18938165
IL17A	Gene	ENTREZ:3605	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	28902427
IL17A	Gene	ENTREZ:3605	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	30257954
IL17A	Gene	ENTREZ:3605	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	30366940
IL18	Gene	ENTREZ:3606	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	22383501
IL18	Gene	ENTREZ:3606	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	28549109
IL18	Gene	ENTREZ:3606	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	33181835
IL18	Gene	ENTREZ:3606	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	17766435
IL18	Gene	ENTREZ:3606	keloid	Disease	MONDO:0005348	GNBR::D::Gene:Disease	FIBROAD	19865096
IL1A	Gene	ENTREZ:3552	primary myelofibrosis	Disease	MONDO:0009692	GNBR::G::Gene:Disease	FIBROAD	8317461
IL1A	Gene	ENTREZ:3552	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	21354232
IL1A	Gene	ENTREZ:3552	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	23583823
IL1B	Gene	ENTREZ:3553	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	25388157
IL1B	Gene	ENTREZ:3553	Fibrosis	Disease	MESH:D005355	GNBR::D::Gene:Disease	FIBROAD	8566579
IL1B	Gene	ENTREZ:3553	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	33831572
IL1B	Gene	ENTREZ:3553	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	21354232
IL21	Gene	ENTREZ:59067	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	18161745
IL21	Gene	ENTREZ:59067	systemic sclerosis	Disease	MONDO:0005100	GNBR::G::Gene:Disease	FIBROAD	30760472
IL21	Gene	ENTREZ:59067	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	28665299
IL22	Gene	ENTREZ:50616	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	30366940
IL22	Gene	ENTREZ:50616	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	22687286
IL22	Gene	ENTREZ:50616	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	30765845
IL22	Gene	ENTREZ:50616	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	25476703
IL22	Gene	ENTREZ:50616	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	33443222
IL4	Gene	ENTREZ:3565	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	26195478
IL4	Gene	ENTREZ:3565	renal fibrosis	Disease	MONDO:0000494	GNBR::D::Gene:Disease	FIBROAD	27745702
IL4	Gene	ENTREZ:3565	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	26436920
IL4	Gene	ENTREZ:3565	keloid	Disease	MONDO:0005348	GNBR::G::Gene:Disease	FIBROAD	10377172
IL4	Gene	ENTREZ:3565	cystic fibrosis	Disease	MONDO:0009061	GNBR::D::Gene:Disease	FIBROAD	27760399
IL5	Gene	ENTREZ:3567	keloid	Disease	MONDO:0005348	GNBR::G::Gene:Disease	FIBROAD	10377172
IL5	Gene	ENTREZ:3567	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	21435906
IL5	Gene	ENTREZ:3567	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	28853443
IL5	Gene	ENTREZ:3567	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	14975941
IL6	Gene	ENTREZ:3569	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	30765261
IL6	Gene	ENTREZ:3569	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	33236445
IL6	Gene	ENTREZ:3569	atherosclerosis	Disease	MONDO:0005311	GNBR::G::Gene:Disease	FIBROAD	31965901
IL6	Gene	ENTREZ:3569	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	19234091
IL6	Gene	ENTREZ:3569	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	21321532
IL7	Gene	ENTREZ:3574	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::D::Gene:Disease	FIBROAD	11927620
IL7	Gene	ENTREZ:3574	Fibrosis	Disease	MESH:D005355	GNBR::D::Gene:Disease	FIBROAD	21393864
IL7	Gene	ENTREZ:3574	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	25352130
