source_name	source_type	source_id	target_name	target_type	target_id	relation_type	resource	pmid
TGFB1	Gene	ENTREZ:7040	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	33269546
TGFB3	Gene	ENTREZ:7043	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	28148567
TGFBR1	Gene	ENTREZ:7046	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	28891814
TGFBR1	Gene	ENTREZ:7046	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	32848143
TGFBR1	Gene	ENTREZ:7046	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	24088962
TGFBR1	Gene	ENTREZ:7046	atherosclerosis	Disease	MONDO:0005311	GNBR::G::Gene:Disease	FIBROAD	18202322
TGFBR2	Gene	ENTREZ:7048	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	28891814
TGFBR2	Gene	ENTREZ:7048	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	23817022
TGFBR2	Gene	ENTREZ:7048	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	30566042
TGIF1	Gene	ENTREZ:7050	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::D::Gene:Disease	FIBROAD	25979625
TGIF1	Gene	ENTREZ:7050	renal fibrosis	Disease	MONDO:0000494	GNBR::D::Gene:Disease	FIBROAD	32092824
TGIF1	Gene	ENTREZ:7050	renal fibrosis	Disease	MONDO:0000494	GNBR::D::Gene:Disease	FIBROAD	33414721
THBS1	Gene	ENTREZ:7057	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	24081879
THBS1	Gene	ENTREZ:7057	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	15927970
THBS1	Gene	ENTREZ:7057	atherosclerosis	Disease	MONDO:0005311	GNBR::D::Gene:Disease	FIBROAD	18818405
THBS1	Gene	ENTREZ:7057	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	29288716
THBS2	Gene	ENTREZ:7058	Fibrosis	Disease	MESH:D005355	GNBR::J::Gene:Disease	FIBROAD	15996506
THBS2	Gene	ENTREZ:7058	keloid	Disease	MONDO:0005348	GNBR::G::Gene:Disease	FIBROAD	30876926
THBS2	Gene	ENTREZ:7058	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	19805649
THBS2	Gene	ENTREZ:7058	systemic sclerosis	Disease	MONDO:0005100	GNBR::G::Gene:Disease	FIBROAD	22142808
THY1	Gene	ENTREZ:7070	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::D::Gene:Disease	FIBROAD	31249375
THY1	Gene	ENTREZ:7070	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	32028169
THY1	Gene	ENTREZ:7070	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::D::Gene:Disease	FIBROAD	26459603
THY1	Gene	ENTREZ:7070	renal fibrosis	Disease	MONDO:0000494	GNBR::D::Gene:Disease	FIBROAD	15954895
TIMP1	Gene	ENTREZ:7076	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	15364860
TIMP1	Gene	ENTREZ:7076	systemic sclerosis	Disease	MONDO:0005100	GNBR::G::Gene:Disease	FIBROAD	9036925
TIMP1	Gene	ENTREZ:7076	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	27852133
TIMP2	Gene	ENTREZ:7077	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	23760282
TIMP3	Gene	ENTREZ:7078	renal fibrosis	Disease	MONDO:0000494	GNBR::D::Gene:Disease	FIBROAD	23760282
TIMP2	Gene	ENTREZ:7077	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	24692173
TIMP2	Gene	ENTREZ:7077	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	21715326
TIMP3	Gene	ENTREZ:7078	atherosclerosis	Disease	MONDO:0005311	GNBR::G::Gene:Disease	FIBROAD	27756793
TIMP3	Gene	ENTREZ:7078	renal fibrosis	Disease	MONDO:0000494	GNBR::D::Gene:Disease	FIBROAD	19406980
TIMP3	Gene	ENTREZ:7078	renal fibrosis	Disease	MONDO:0000494	GNBR::D::Gene:Disease	FIBROAD	22383695
TIMP3	Gene	ENTREZ:7078	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	11560951
TIMP4	Gene	ENTREZ:7079	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	24842912
TIMP4	Gene	ENTREZ:7079	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	20828387
TIMP4	Gene	ENTREZ:7079	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	28865712
TNF	Gene	ENTREZ:7124	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	28902427
TNF	Gene	ENTREZ:7124	Fibrosis	Disease	MESH:D005355	GNBR::D::Gene:Disease	FIBROAD	26053624
TNF	Gene	ENTREZ:7124	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	19855130
TNF	Gene	ENTREZ:7124	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	23431165
TRAF6	Gene	ENTREZ:7189	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	31222801
TRAF6	Gene	ENTREZ:7189	atherosclerosis	Disease	MONDO:0005311	GNBR::G::Gene:Disease	FIBROAD	20100871
TRAF6	Gene	ENTREZ:7189	Fibrosis	Disease	MESH:D005355	GNBR::D::Gene:Disease	FIBROAD	23791643
TWIST1	Gene	ENTREZ:7291	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	26236991
TWIST1	Gene	ENTREZ:7291	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	32499481
TWIST1	Gene	ENTREZ:7291	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	31685313
TWIST1	Gene	ENTREZ:7291	renal fibrosis	Disease	MONDO:0000494	GNBR::D::Gene:Disease	FIBROAD	31315922
TWIST1	Gene	ENTREZ:7291	keloid	Disease	MONDO:0005348	GNBR::G::Gene:Disease	FIBROAD	27113414
TXNDC5	Gene	ENTREZ:81567	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	29535165
TXNDC5	Gene	ENTREZ:81567	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	32848143
TXNDC5	Gene	ENTREZ:81567	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	33465051
VCAM1	Gene	ENTREZ:7412	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	33476308
VCAM1	Gene	ENTREZ:7412	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	30202063
VCAM1	Gene	ENTREZ:7412	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	29222072
VEGFA	Gene	ENTREZ:7422	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::J::Gene:Disease	FIBROAD	28661183
VEGFA	Gene	ENTREZ:7422	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	25043701
VEGFA	Gene	ENTREZ:7422	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	26819373
VEGFC	Gene	ENTREZ:7424	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	29985167
VEGFC	Gene	ENTREZ:7424	keloid	Disease	MONDO:0005348	GNBR::D::Gene:Disease	FIBROAD	11175851
VEGFC	Gene	ENTREZ:7424	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::D::Gene:Disease	FIBROAD	33039355
VEGFC	Gene	ENTREZ:7424	renal fibrosis	Disease	MONDO:0000494	GNBR::D::Gene:Disease	FIBROAD	30378108
VEGFC	Gene	ENTREZ:7424	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	30833548
VEGFD	Gene	ENTREZ:2277	keloid	Disease	MONDO:0005348	GNBR::D::Gene:Disease	FIBROAD	11175851
VEGFD	Gene	ENTREZ:2277	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	27342876
VEGFD	Gene	ENTREZ:2277	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	22932121
VIM	Gene	ENTREZ:7431	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	25762200
VIM	Gene	ENTREZ:7431	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	31522982
VIM	Gene	ENTREZ:7431	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	33731433
VIM	Gene	ENTREZ:7431	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	11124834
WWP2	Gene	ENTREZ:11060	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	31399586
WWP2	Gene	ENTREZ:11060	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	32139900
WWP2	Gene	ENTREZ:11060	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	31621893
FOSL1	Gene	ENTREZ:8061	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	21480331
FOSL1	Gene	ENTREZ:8061	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	23703832
FOSL1	Gene	ENTREZ:8061	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::D::Gene:Disease	FIBROAD	23758685
FOSL1	Gene	ENTREZ:8061	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	27134167
HAS2	Gene	ENTREZ:3037	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	33777961
HAS2	Gene	ENTREZ:3037	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	31189722
HAS2	Gene	ENTREZ:3037	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	26987798
HAS2	Gene	ENTREZ:3037	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	21708929
HMOX1	Gene	ENTREZ:3162	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	29993075
HMOX1	Gene	ENTREZ:3162	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	27562817
HMOX1	Gene	ENTREZ:3162	renal fibrosis	Disease	MONDO:0000494	GNBR::D::Gene:Disease	FIBROAD	25677389
HMOX1	Gene	ENTREZ:3162	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	21953613
HMOX1	Gene	ENTREZ:3162	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	20404253
CXCL8	Gene	ENTREZ:3576	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	27444565
CXCL8	Gene	ENTREZ:3576	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	28529637
CXCL8	Gene	ENTREZ:3576	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	28387853
CXCL8	Gene	ENTREZ:3576	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	23624000
PARP1	Gene	ENTREZ:142	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	32139900
PARP1	Gene	ENTREZ:142	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	31164820
PARP1	Gene	ENTREZ:142	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	30323296
PARP1	Gene	ENTREZ:142	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	28239158
PARP1	Gene	ENTREZ:142	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	17575013
NFE2L2	Gene	ENTREZ:4780	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	28132522
NFE2L2	Gene	ENTREZ:4780	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::D::Gene:Disease	FIBROAD	30317545
NFE2L2	Gene	ENTREZ:4780	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	33820760
NFE2L2	Gene	ENTREZ:4780	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::D::Gene:Disease	FIBROAD	33126057
NFE2L2	Gene	ENTREZ:4780	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	33126057
SPP1	Gene	ENTREZ:6696	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	31411676
SPP1	Gene	ENTREZ:6696	primary myelofibrosis	Disease	MONDO:0009692	GNBR::G::Gene:Disease	FIBROAD	28745329
SPP1	Gene	ENTREZ:6696	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	28595626
SPP1	Gene	ENTREZ:6696	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	29500246
SPP1	Gene	ENTREZ:6696	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	32638492
SPP1	Gene	ENTREZ:6696	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	16221502
SOD1	Gene	ENTREZ:6647	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::D::Gene:Disease	FIBROAD	27572073
SOD1	Gene	ENTREZ:6647	Fibrosis	Disease	MESH:D005355	GNBR::D::Gene:Disease	FIBROAD	22440255
CSF2	Gene	ENTREZ:1437	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	16716406
CSF2	Gene	ENTREZ:1437	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	31601718
CSF2	Gene	ENTREZ:1437	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	31315923
CSF2	Gene	ENTREZ:1437	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::D::Gene:Disease	FIBROAD	11034414
HMGB1	Gene	ENTREZ:3146	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	26715748
HMGB1	Gene	ENTREZ:3146	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	24984831
HMGB1	Gene	ENTREZ:3146	keloid	Disease	MONDO:0005348	GNBR::G::Gene:Disease	FIBROAD	29787749
HMGB1	Gene	ENTREZ:3146	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	29907694
MTOR	Gene	ENTREZ:2475	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	25589557
MTOR	Gene	ENTREZ:2475	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	24651621
MTOR	Gene	ENTREZ:2475	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	33115948
MTOR	Gene	ENTREZ:2475	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	27103349
MTOR	Gene	ENTREZ:2475	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	21168455
AREG	Gene	ENTREZ:374	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	31676723
AREG	Gene	ENTREZ:374	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	31665560
AREG	Gene	ENTREZ:374	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	29349588
AREG	Gene	ENTREZ:374	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	15696083
AREG	Gene	ENTREZ:374	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	18634036
CSF3	Gene	ENTREZ:1440	keloid	Disease	MONDO:0005348	GNBR::G::Gene:Disease	FIBROAD	20435882
CSF3	Gene	ENTREZ:1440	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	21999467
CSF3	Gene	ENTREZ:1440	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	17692407
CSF3	Gene	ENTREZ:1440	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	25754690
PTX3	Gene	ENTREZ:5806	renal fibrosis	Disease	MONDO:0000494	GNBR::D::Gene:Disease	FIBROAD	23325083
PTX3	Gene	ENTREZ:5806	cystic fibrosis	Disease	MONDO:0009061	GNBR::D::Gene:Disease	FIBROAD	23087427
PTX3	Gene	ENTREZ:5806	cystic fibrosis	Disease	MONDO:0009061	GNBR::D::Gene:Disease	FIBROAD	21441447
PTX3	Gene	ENTREZ:5806	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::D::Gene:Disease	FIBROAD	33679758
TGFA	Gene	ENTREZ:7039	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	8163670
TGFA	Gene	ENTREZ:7039	chronic pancreatitis	Disease	MONDO:0005003	GNBR::G::Gene:Disease	FIBROAD	1451981
TGFA	Gene	ENTREZ:7039	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	19244201
TGFA	Gene	ENTREZ:7039	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	21382168
TGFA	Gene	ENTREZ:7039	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	10226062
ELN	Gene	ENTREZ:2006	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	29802129
ELN	Gene	ENTREZ:2006	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	29366776
ELN	Gene	ENTREZ:2006	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	16159870
ELN	Gene	ENTREZ:2006	atherosclerosis	Disease	MONDO:0005311	GNBR::D::Gene:Disease	FIBROAD	28751568
ELN	Gene	ENTREZ:2006	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	22435995
FYN	Gene	ENTREZ:2534	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	32051399
FYN	Gene	ENTREZ:2534	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	27616741
FYN	Gene	ENTREZ:2534	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	29540538
FYN	Gene	ENTREZ:2534	keloid	Disease	MONDO:0005348	GNBR::G::Gene:Disease	FIBROAD	28586109
IL13RA1	Gene	ENTREZ:3597	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	32695877
ITGAV	Gene	ENTREZ:3685	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	24216753
JAK3	Gene	ENTREZ:3718	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	25352130
LOXL2	Gene	ENTREZ:4017	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	20818376
SERPINA1	Gene	ENTREZ:5265	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::D::Gene:Disease	FIBROAD	29572094
ADM	Gene	ENTREZ:133	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	23355623
ADRB2	Gene	ENTREZ:154	renal fibrosis	Disease	MONDO:0000494	GNBR::D::Gene:Disease	FIBROAD	28396116
COL18A1	Gene	ENTREZ:80781	keloid	Disease	MONDO:0005348	GNBR::D::Gene:Disease	FIBROAD	22649092
IFNG	Gene	ENTREZ:3458	keloid	Disease	MONDO:0005348	GNBR::D::Gene:Disease	FIBROAD	15361241
IL18	Gene	ENTREZ:3606	systemic sclerosis	Disease	MONDO:0005100	GNBR::D::Gene:Disease	FIBROAD	19865096
JAK1	Gene	ENTREZ:3716	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	28478401
MFGE8	Gene	ENTREZ:4240	systemic sclerosis	Disease	MONDO:0005100	GNBR::D::Gene:Disease	FIBROAD	30175895
PLAUR	Gene	ENTREZ:5329	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::D::Gene:Disease	FIBROAD	23852693
PPARG	Gene	ENTREZ:5468	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	30032428
SMAD1	Gene	ENTREZ:4086	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	31364649
SP3	Gene	ENTREZ:6670	keloid	Disease	MONDO:0005348	GNBR::G::Gene:Disease	FIBROAD	23123404
TGFB2	Gene	ENTREZ:7042	systemic sclerosis	Disease	MONDO:0005100	GNBR::G::Gene:Disease	FIBROAD	31217334
TWIST1	Gene	ENTREZ:7291	systemic sclerosis	Disease	MONDO:0005100	GNBR::G::Gene:Disease	FIBROAD	27113414
FGFR1	Gene	ENTREZ:2260	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::D::Gene:Disease	FIBROAD	33131311
IL11	Gene	ENTREZ:3589	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	29160304
IL13	Gene	ENTREZ:3596	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	26436920
IL4	Gene	ENTREZ:3565	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	26436920
IL7	Gene	ENTREZ:3574	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	25352130
SERPINE1	Gene	ENTREZ:5054	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	19322185
