source_name	source_type	target_name	target_type	source_id	target_id	relation_type	resource
AIFM2	Gene	IPF	Disease	ENTREZ:84883	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
PPA1	Gene	IPF	Disease	ENTREZ:5464	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
STBD1	Gene	IPF	Disease	ENTREZ:8987	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
APOM	Gene	IPF	Disease	ENTREZ:55937	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
TPI1	Gene	IPF	Disease	ENTREZ:7167	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
ANXA3	Gene	IPF	Disease	ENTREZ:306	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
CHCHD2	Gene	IPF	Disease	ENTREZ:51142	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
MYH11	Gene	IPF	Disease	ENTREZ:4629	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
ITGA1	Gene	IPF	Disease	ENTREZ:3672	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
LSM2	Gene	IPF	Disease	ENTREZ:57819	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
PGK1	Gene	IPF	Disease	ENTREZ:5230	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
ITGA2	Gene	IPF	Disease	ENTREZ:3673	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
MOCS2	Gene	IPF	Disease	ENTREZ:4338	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
GZMK	Gene	IPF	Disease	ENTREZ:3003	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
CD163	Gene	IPF	Disease	ENTREZ:9332	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
SPTAN1	Gene	IPF	Disease	ENTREZ:6709	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
TBC1D13	Gene	IPF	Disease	ENTREZ:54662	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
CLDN3	Gene	IPF	Disease	ENTREZ:1365	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
ASS1	Gene	IPF	Disease	ENTREZ:445	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
SLC44A2	Gene	IPF	Disease	ENTREZ:57153	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
YWHAZ	Gene	IPF	Disease	ENTREZ:7534	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
ARHGDIB	Gene	IPF	Disease	ENTREZ:397	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
HSD17B8	Gene	IPF	Disease	ENTREZ:7923	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
RPS18	Gene	IPF	Disease	ENTREZ:6222	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
ANKS1A	Gene	IPF	Disease	ENTREZ:23294	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
CD151	Gene	IPF	Disease	ENTREZ:977	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
ACP5	Gene	IPF	Disease	ENTREZ:54	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
FKBP5	Gene	IPF	Disease	ENTREZ:2289	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
HEXB	Gene	IPF	Disease	ENTREZ:3074	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
COL14A1	Gene	IPF	Disease	ENTREZ:7373	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
ISG15	Gene	IPF	Disease	ENTREZ:9636	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
DPP7	Gene	IPF	Disease	ENTREZ:29952	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
AGRN	Gene	IPF	Disease	ENTREZ:375790	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
IAH1	Gene	IPF	Disease	ENTREZ:285148	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
YWHAQ	Gene	IPF	Disease	ENTREZ:10971	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
FAH	Gene	IPF	Disease	ENTREZ:2184	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
HPCAL1	Gene	IPF	Disease	ENTREZ:3241	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
PDIA6	Gene	IPF	Disease	ENTREZ:10130	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
STEAP4	Gene	IPF	Disease	ENTREZ:79689	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
GLRX5	Gene	IPF	Disease	ENTREZ:51218	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
TWF1	Gene	IPF	Disease	ENTREZ:5756	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
HSP90AB1	Gene	IPF	Disease	ENTREZ:3326	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
OLFML1	Gene	IPF	Disease	ENTREZ:283298	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
HSP90AA1	Gene	IPF	Disease	ENTREZ:3320	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
IDH2	Gene	IPF	Disease	ENTREZ:3418	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
GSTA1	Gene	IPF	Disease	ENTREZ:2938	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
MMRN2	Gene	IPF	Disease	ENTREZ:79812	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
LIPJ	Gene	IPF	Disease	ENTREZ:142910	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
EEF1D	Gene	IPF	Disease	ENTREZ:1936	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
BST2	Gene	IPF	Disease	ENTREZ:684	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
RPL22	Gene	IPF	Disease	ENTREZ:6146	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
SLC25A46	Gene	IPF	Disease	ENTREZ:91137	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
SYNM	Gene	IPF	Disease	ENTREZ:23336	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
RBP4	Gene	IPF	Disease	ENTREZ:5950	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
NGLY1	Gene	IPF	Disease	ENTREZ:55768	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
PDLIM1	Gene	IPF	Disease	ENTREZ:9124	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
PARK7	Gene	IPF	Disease	ENTREZ:11315	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
ENO1	Gene	IPF	Disease	ENTREZ:2023	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
MT1G	Gene	IPF	Disease	ENTREZ:4495	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
SORBS1	Gene	IPF	Disease	ENTREZ:10580	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
ALDH18A1	Gene	IPF	Disease	ENTREZ:5832	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
EEF1A1	Gene	IPF	Disease	ENTREZ:1915	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
PGD	Gene	IPF	Disease	ENTREZ:5226	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
COL12A1	Gene	IPF	Disease	ENTREZ:1303	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
PRRC1	Gene	IPF	Disease	ENTREZ:133619	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
SRM	Gene	IPF	Disease	ENTREZ:6723	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
RPL8	Gene	IPF	Disease	ENTREZ:6132	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
KRT5	Gene	IPF	Disease	ENTREZ:3852	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
KRT76	Gene	IPF	Disease	ENTREZ:51350	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
KRT8	Gene	IPF	Disease	ENTREZ:3856	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
LDHA	Gene	IPF	Disease	ENTREZ:3939	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
EHD3	Gene	IPF	Disease	ENTREZ:30845	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
RAD50	Gene	IPF	Disease	ENTREZ:10111	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
SEPTIN8	Gene	IPF	Disease	ENTREZ:23176	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
FGA	Gene	IPF	Disease	ENTREZ:2243	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
FGG	Gene	IPF	Disease	ENTREZ:2266	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
ARL3	Gene	IPF	Disease	ENTREZ:403	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
INA	Gene	IPF	Disease	ENTREZ:9118	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
TPPP3	Gene	IPF	Disease	ENTREZ:51673	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
ASCC3	Gene	IPF	Disease	ENTREZ:10973	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
MZB1	Gene	IPF	Disease	ENTREZ:51237	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
HAAO	Gene	IPF	Disease	ENTREZ:23498	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
CYSTM1	Gene	IPF	Disease	ENTREZ:84418	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
PALLD	Gene	IPF	Disease	ENTREZ:23022	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
CAV2	Gene	IPF	Disease	ENTREZ:858	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
CAV1	Gene	IPF	Disease	ENTREZ:857	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
GPM6A	Gene	IPF	Disease	ENTREZ:2823	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
CAT	Gene	IPF	Disease	ENTREZ:847	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
C1QA	Gene	IPF	Disease	ENTREZ:712	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
SPRYD4	Gene	IPF	Disease	ENTREZ:283377	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
RWDD4	Gene	IPF	Disease	ENTREZ:201965	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
LIMD1	Gene	IPF	Disease	ENTREZ:8994	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
PPP1R14A	Gene	IPF	Disease	ENTREZ:94274	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
PDLIM3	Gene	IPF	Disease	ENTREZ:27295	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
LGALS7	Gene	IPF	Disease	ENTREZ:3963	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
LGALS7	Gene	IPF	Disease	ENTREZ:3963	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
LGALS7B	Gene	IPF	Disease	ENTREZ:653499	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
LGALS7B	Gene	IPF	Disease	ENTREZ:653499	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
API5	Gene	IPF	Disease	ENTREZ:8539	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
JAKMIP2	Gene	IPF	Disease	ENTREZ:9832	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
AARS1	Gene	IPF	Disease	ENTREZ:16	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
FLNC	Gene	IPF	Disease	ENTREZ:2318	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
CD82	Gene	IPF	Disease	ENTREZ:3732	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
RPS16	Gene	IPF	Disease	ENTREZ:6217	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
CLC	Gene	IPF	Disease	ENTREZ:1178	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
RPS14	Gene	IPF	Disease	ENTREZ:6208	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
DMBT1	Gene	IPF	Disease	ENTREZ:1755	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
ARHGAP1	Gene	IPF	Disease	ENTREZ:392	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
PRX	Gene	IPF	Disease	ENTREZ:57716	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
HP	Gene	IPF	Disease	ENTREZ:3240	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
SFN	Gene	IPF	Disease	ENTREZ:2810	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
GM2A	Gene	IPF	Disease	ENTREZ:2760	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
CALD1	Gene	IPF	Disease	ENTREZ:800	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
ACP2	Gene	IPF	Disease	ENTREZ:53	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
HSBP1	Gene	IPF	Disease	ENTREZ:3281	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
LYZ	Gene	IPF	Disease	ENTREZ:4069	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
COTL1	Gene	IPF	Disease	ENTREZ:23406	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
MDH1	Gene	IPF	Disease	ENTREZ:4190	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
FABP3	Gene	IPF	Disease	ENTREZ:2170	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
UBE2L6	Gene	IPF	Disease	ENTREZ:9246	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
TSPAN8	Gene	IPF	Disease	ENTREZ:7103	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
PDIA4	Gene	IPF	Disease	ENTREZ:9601	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
APRT	Gene	IPF	Disease	ENTREZ:353	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
GFPT1	Gene	IPF	Disease	ENTREZ:2673	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
SYNC	Gene	IPF	Disease	ENTREZ:81493	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
THOC3	Gene	IPF	Disease	ENTREZ:84321	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
RPL13	Gene	IPF	Disease	ENTREZ:6137	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
NAGK	Gene	IPF	Disease	ENTREZ:55577	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
MCEE	Gene	IPF	Disease	ENTREZ:84693	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
PDLIM7	Gene	IPF	Disease	ENTREZ:9260	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
TKT	Gene	IPF	Disease	ENTREZ:7086	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
EHD2	Gene	IPF	Disease	ENTREZ:30846	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
C2orf78	Gene	IPF	Disease	ENTREZ:388960	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
ARF4	Gene	IPF	Disease	ENTREZ:378	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
FTL	Gene	IPF	Disease	ENTREZ:2512	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
BTNL9	Gene	IPF	Disease	ENTREZ:153579	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
IKBIP	Gene	IPF	Disease	ENTREZ:121457	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
MYCT1	Gene	IPF	Disease	ENTREZ:80177	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
LIN7B	Gene	IPF	Disease	ENTREZ:64130	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
AHNAK	Gene	IPF	Disease	ENTREZ:79026	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
EEF1G	Gene	IPF	Disease	ENTREZ:1937	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
P3H1	Gene	IPF	Disease	ENTREZ:64175	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
RCN3	Gene	IPF	Disease	ENTREZ:57333	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
PLG	Gene	IPF	Disease	ENTREZ:5340	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
HSP90B1	Gene	IPF	Disease	ENTREZ:7184	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
MYH14	Gene	IPF	Disease	ENTREZ:79784	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
PRDX5	Gene	IPF	Disease	ENTREZ:25824	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
TMEM119	Gene	IPF	Disease	ENTREZ:338773	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
FILIP1L	Gene	IPF	Disease	ENTREZ:11259	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
IGKV2D-40	Gene	IPF	Disease	ENTREZ:28878	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
FAU	Gene	IPF	Disease	ENTREZ:2197	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
RPL24	Gene	IPF	Disease	ENTREZ:6152	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
AKR1A1	Gene	IPF	Disease	ENTREZ:10327	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
NASP	Gene	IPF	Disease	ENTREZ:4678	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
TSPAN1	Gene	IPF	Disease	ENTREZ:10103	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
CD47	Gene	IPF	Disease	ENTREZ:961	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
CFL1	Gene	IPF	Disease	ENTREZ:1072	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
C11orf68	Gene	IPF	Disease	ENTREZ:83638	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
RPL28	Gene	IPF	Disease	ENTREZ:6158	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
TXNDC12	Gene	IPF	Disease	ENTREZ:51060	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
MYLK	Gene	IPF	Disease	ENTREZ:4638	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
TACSTD2	Gene	IPF	Disease	ENTREZ:4070	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
HOOK1	Gene	IPF	Disease	ENTREZ:51361	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
CNBP	Gene	IPF	Disease	ENTREZ:7555	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
COPG1	Gene	IPF	Disease	ENTREZ:22820	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
COL6A5	Gene	IPF	Disease	ENTREZ:256076	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
COL6A6	Gene	IPF	Disease	ENTREZ:131873	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
TMED2	Gene	IPF	Disease	ENTREZ:10959	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
SRPRB	Gene	IPF	Disease	ENTREZ:58477	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
POTEF	Gene	IPF	Disease	ENTREZ:728378	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
SERPINH1	Gene	IPF	Disease	ENTREZ:871	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
PLS1	Gene	IPF	Disease	ENTREZ:5357	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
HNMT	Gene	IPF	Disease	ENTREZ:3176	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
OLFML3	Gene	IPF	Disease	ENTREZ:56944	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
SCN7A	Gene	IPF	Disease	ENTREZ:6332	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
NNMT	Gene	IPF	Disease	ENTREZ:4837	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
APOA4	Gene	IPF	Disease	ENTREZ:337	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
ECM1	Gene	IPF	Disease	ENTREZ:1893	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
FETUB	Gene	IPF	Disease	ENTREZ:26998	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
EIF4A2	Gene	IPF	Disease	ENTREZ:1974	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
RPS25	Gene	IPF	Disease	ENTREZ:6230	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
MRPL9	Gene	IPF	Disease	ENTREZ:65005	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
HYOU1	Gene	IPF	Disease	ENTREZ:10525	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
S100A10	Gene	IPF	Disease	ENTREZ:6281	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
S100A2	Gene	IPF	Disease	ENTREZ:6273	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
OSGEPL1	Gene	IPF	Disease	ENTREZ:64172	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
RPS27	Gene	IPF	Disease	ENTREZ:6232	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
SIAE	Gene	IPF	Disease	ENTREZ:54414	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
ESAM	Gene	IPF	Disease	ENTREZ:90952	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
STT3A	Gene	IPF	Disease	ENTREZ:3703	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
SRPRA	Gene	IPF	Disease	ENTREZ:6734	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
UBQLN4	Gene	IPF	Disease	ENTREZ:56893	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
JAM3	Gene	IPF	Disease	ENTREZ:83700	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
ACAD8	Gene	IPF	Disease	ENTREZ:27034	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
CRABP2	Gene	IPF	Disease	ENTREZ:1382	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
KIRREL1	Gene	IPF	Disease	ENTREZ:55243	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
APCS	Gene	IPF	Disease	ENTREZ:325	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
CRP	Gene	IPF	Disease	ENTREZ:1401	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
DUSP23	Gene	IPF	Disease	ENTREZ:54935	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
PPOX	Gene	IPF	Disease	ENTREZ:5498	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
ATIC	Gene	IPF	Disease	ENTREZ:471	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
RPL37A	Gene	IPF	Disease	ENTREZ:6168	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
LAMC1	Gene	IPF	Disease	ENTREZ:3915	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
