source_name	source_type	target_name	target_type	source_id	target_id	pmid	relation_type	resource
PRC1	Gene	Breast Cancer	Disease	ENTREZ:9055		25038754	GNBR::Y::Gene:Disease	CBCG
PRC1-AS1	Gene	Breast Cancer	Disease	ENTREZ:100507118		25038754	GNBR::Y::Gene:Disease	CBCG
PRDM2	Gene	Breast Cancer	Disease	ENTREZ:7799		16501248	GNBR::Y::Gene:Disease	CBCG
PRKG1	Gene	Breast Cancer	Disease	ENTREZ:5592		36356581	GNBR::Y::Gene:Disease	CBCG
PTEN	Gene	Breast Cancer	Disease	ENTREZ:5728		9399897	GNBR::Y::Gene:Disease	CBCG
PTEN	Gene	Breast Cancer	Disease	ENTREZ:5728		23335809	GNBR::Y::Gene:Disease	CBCG
PTEN	Gene	Breast Cancer	Disease	ENTREZ:5728		22252256	GNBR::Y::Gene:Disease	CBCG
PTEN	Gene	Breast Cancer	Disease	ENTREZ:5728		33471991	GNBR::Y::Gene:Disease	CBCG
PTEN	Gene	Breast Cancer	Disease	ENTREZ:5728		35396981	GNBR::Y::Gene:Disease	CBCG
PTGS1	Gene	Breast Cancer	Disease	ENTREZ:5742		25339205	GNBR::Y::Gene:Disease	CBCG
PTPN9	Gene	Breast Cancer	Disease	ENTREZ:5780		32139696	GNBR::Y::Gene:Disease	CBCG
PTPRB	Gene	Breast Cancer	Disease	ENTREZ:5787		36424660	GNBR::Y::Gene:Disease	CBCG
RABEP1	Gene	Breast Cancer	Disease	ENTREZ:9135		36424660	GNBR::Y::Gene:Disease	CBCG
RAD50	Gene	Breast Cancer	Disease	ENTREZ:10111		16474176	GNBR::Y::Gene:Disease	CBCG
RAD51	Gene	Breast Cancer	Disease	ENTREZ:5888		nan	GNBR::Y::Gene:Disease	CBCG
RAD51B	Gene	Breast Cancer	Disease	ENTREZ:5890		34635660	GNBR::Y::Gene:Disease	CBCG
RAD51B	Gene	Breast Cancer	Disease	ENTREZ:5890		27149063	GNBR::Y::Gene:Disease	CBCG
RAD51B	Gene	Breast Cancer	Disease	ENTREZ:5890		27149063	GNBR::Y::Gene:Disease	CBCG
RAD51B	Gene	Breast Cancer	Disease	ENTREZ:5890		nan	GNBR::Y::Gene:Disease	CBCG
RAD51B	Gene	Breast Cancer	Disease	ENTREZ:5890		24743323	GNBR::Y::Gene:Disease	CBCG
RAD51B	Gene	Breast Cancer	Disease	ENTREZ:5890		27149063	GNBR::Y::Gene:Disease	CBCG
RAD51B	Gene	Breast Cancer	Disease	ENTREZ:5890		36356581	GNBR::Y::Gene:Disease	CBCG
RAD51C	Gene	Breast Cancer	Disease	ENTREZ:5889		20400964	GNBR::Y::Gene:Disease	CBCG
RAD51C	Gene	Breast Cancer	Disease	ENTREZ:5889		33471991	GNBR::Y::Gene:Disease	CBCG
RAD51C	Gene	Breast Cancer	Disease	ENTREZ:5889		35396981	GNBR::Y::Gene:Disease	CBCG
RAD51D	Gene	Breast Cancer	Disease	ENTREZ:5892		30099541	GNBR::Y::Gene:Disease	CBCG
RAD51D	Gene	Breast Cancer	Disease	ENTREZ:5892		33471991	GNBR::Y::Gene:Disease	CBCG
RAD51D	Gene	Breast Cancer	Disease	ENTREZ:5892		35884425	GNBR::Y::Gene:Disease	CBCG
RAD51D	Gene	Breast Cancer	Disease	ENTREZ:5892		35396981	GNBR::Y::Gene:Disease	CBCG
RAD51D	Gene	Breast Cancer	Disease	ENTREZ:5892		15170666	GNBR::Y::Gene:Disease	CBCG
RAD51D	Gene	Breast Cancer	Disease	ENTREZ:5892		30165555	GNBR::Y::Gene:Disease	CBCG
RAD51L3-RFFL	Gene	Breast Cancer	Disease			15170666	GNBR::Y::Gene:Disease	CBCG
RAD51L3-RFFL	Gene	Breast Cancer	Disease			30165555	GNBR::Y::Gene:Disease	CBCG
RAD51	Gene	Breast Cancer	Disease	ENTREZ:5888		35061678	GNBR::Y::Gene:Disease	CBCG
RAD51	Gene	Breast Cancer	Disease	ENTREZ:5888		36761956	GNBR::Y::Gene:Disease	CBCG
RAD52	Gene	Breast Cancer	Disease	ENTREZ:5893		37578974	GNBR::Y::Gene:Disease	CBCG
RALY	Gene	Breast Cancer	Disease	ENTREZ:22913		22976474	GNBR::Y::Gene:Disease	CBCG
RALY	Gene	Breast Cancer	Disease	ENTREZ:22913		29058716	GNBR::Y::Gene:Disease	CBCG
RBBP8	Gene	Breast Cancer	Disease	ENTREZ:5932		32379725	GNBR::Y::Gene:Disease	CBCG
RBFOX1	Gene	Breast Cancer	Disease	ENTREZ:54715		21908515	GNBR::Y::Gene:Disease	CBCG
RECQL	Gene	Breast Cancer	Disease	ENTREZ:5965		33471991	GNBR::Y::Gene:Disease	CBCG
RECQL	Gene	Breast Cancer	Disease	ENTREZ:5965		25915596	GNBR::Y::Gene:Disease	CBCG
RECQL	Gene	Breast Cancer	Disease	ENTREZ:5965		29341116	GNBR::Y::Gene:Disease	CBCG
RECQL5	Gene	Breast Cancer	Disease	ENTREZ:9400		36230663	GNBR::Y::Gene:Disease	CBCG
RINT1	Gene	Breast Cancer	Disease	ENTREZ:60561		25050558	GNBR::Y::Gene:Disease	CBCG
RINT1	Gene	Breast Cancer	Disease	ENTREZ:60561		25050558	GNBR::Y::Gene:Disease	CBCG
RNF146	Gene	Breast Cancer	Disease	ENTREZ:81847		18326623	GNBR::Y::Gene:Disease	CBCG
RNF146	Gene	Breast Cancer	Disease	ENTREZ:81847		18326623	GNBR::Y::Gene:Disease	CBCG
RNF213	Gene	Breast Cancer	Disease	ENTREZ:57674		36424660	GNBR::Y::Gene:Disease	CBCG
RNF213-AS1	Gene	Breast Cancer	Disease	ENTREZ:100294362		36424660	GNBR::Y::Gene:Disease	CBCG
RNF213-AS1	Gene	Breast Cancer	Disease	ENTREZ:100294362		36424660	GNBR::Y::Gene:Disease	CBCG
RNF213	Gene	Breast Cancer	Disease	ENTREZ:57674		36424660	GNBR::Y::Gene:Disease	CBCG
RNF43	Gene	Breast Cancer	Disease	ENTREZ:54894		36424660	GNBR::Y::Gene:Disease	CBCG
RNF43	Gene	Breast Cancer	Disease	ENTREZ:54894		36424660	GNBR::Y::Gene:Disease	CBCG
RNF43	Gene	Breast Cancer	Disease	ENTREZ:54894		36424660	GNBR::Y::Gene:Disease	CBCG
ROPN1L	Gene	Breast Cancer	Disease	ENTREZ:83853		21424380	GNBR::Y::Gene:Disease	CBCG
ROS1	Gene	Breast Cancer	Disease	ENTREZ:6098		36424660	GNBR::Y::Gene:Disease	CBCG
RPL23AP53	Gene	Breast Cancer	Disease	ENTREZ:644128		29058716	GNBR::Y::Gene:Disease	CBCG
RPS6KA3	Gene	Breast Cancer	Disease	ENTREZ:6197		28582508	GNBR::Y::Gene:Disease	CBCG
RSU1	Gene	Breast Cancer	Disease	ENTREZ:6251		35042965	GNBR::Y::Gene:Disease	CBCG
SDC4	Gene	Breast Cancer	Disease	ENTREZ:6385		36152082	GNBR::Y::Gene:Disease	CBCG
SERPINA3	Gene	Breast Cancer	Disease	ENTREZ:12		33279852	GNBR::Y::Gene:Disease	CBCG
SETBP1	Gene	Breast Cancer	Disease	ENTREZ:26040		21908515	GNBR::Y::Gene:Disease	CBCG
SETBP1	Gene	Breast Cancer	Disease	ENTREZ:26040		32139696	GNBR::Y::Gene:Disease	CBCG
SHMT1	Gene	Breast Cancer	Disease	ENTREZ:6470		22134752	GNBR::Y::Gene:Disease	CBCG
SIAH2	Gene	Breast Cancer	Disease	ENTREZ:6478		30323354	GNBR::Y::Gene:Disease	CBCG
SIAH2	Gene	Breast Cancer	Disease	ENTREZ:6478		22951594	GNBR::Y::Gene:Disease	CBCG
SIPA1	Gene	Breast Cancer	Disease	ENTREZ:6494		09723757.2014.11886240	GNBR::Y::Gene:Disease	CBCG
SIRT3	Gene	Breast Cancer	Disease	ENTREZ:23410		36974538	GNBR::Y::Gene:Disease	CBCG
SLC36A4	Gene	Breast Cancer	Disease	ENTREZ:120103		21908515	GNBR::Y::Gene:Disease	CBCG
SLC39A11	Gene	Breast Cancer	Disease	ENTREZ:201266		30323354	GNBR::Y::Gene:Disease	CBCG
SLC4A7	Gene	Breast Cancer	Disease	ENTREZ:9497		19330027	GNBR::Y::Gene:Disease	CBCG
SLC4A7	Gene	Breast Cancer	Disease	ENTREZ:9497		23117855	GNBR::Y::Gene:Disease	CBCG
SLC4A7	Gene	Breast Cancer	Disease	ENTREZ:9497		20453838	GNBR::Y::Gene:Disease	CBCG
SLC4A7	Gene	Breast Cancer	Disease	ENTREZ:9497		37128157	GNBR::Y::Gene:Disease	CBCG
SLC6A4	Gene	Breast Cancer	Disease	ENTREZ:6532		nan	GNBR::Y::Gene:Disease	CBCG
SLIT3	Gene	Breast Cancer	Disease	ENTREZ:6586		29317318	GNBR::Y::Gene:Disease	CBCG
SMARCA2	Gene	Breast Cancer	Disease	ENTREZ:6595		36901898	GNBR::Y::Gene:Disease	CBCG
SOD1	Gene	Breast Cancer	Disease	ENTREZ:6647		37070912	GNBR::Y::Gene:Disease	CBCG
SOD1	Gene	Breast Cancer	Disease	ENTREZ:6647		37070912	GNBR::Y::Gene:Disease	CBCG
SPDYE12	Gene	Breast Cancer	Disease	ENTREZ:100101268		36356581	GNBR::Y::Gene:Disease	CBCG
SRD5A2	Gene	Breast Cancer	Disease	ENTREZ:6716		24365257	GNBR::Y::Gene:Disease	CBCG
SRGAP2C	Gene	Breast Cancer	Disease	ENTREZ:653464		36703164	GNBR::Y::Gene:Disease	CBCG
SSBP2	Gene	Breast Cancer	Disease	ENTREZ:23635		25824743	GNBR::Y::Gene:Disease	CBCG
SST	Gene	Breast Cancer	Disease	ENTREZ:6750		16214911	GNBR::Y::Gene:Disease	CBCG
STAU2	Gene	Breast Cancer	Disease	ENTREZ:27067		21908515	GNBR::Y::Gene:Disease	CBCG
STK11	Gene	Breast Cancer	Disease	ENTREZ:6794		16707622	GNBR::Y::Gene:Disease	CBCG
STRADB	Gene	Breast Cancer	Disease	ENTREZ:55437		28582508	GNBR::Y::Gene:Disease	CBCG
STT3A-AS1	Gene	Breast Cancer	Disease	ENTREZ:105369550		23844225	GNBR::Y::Gene:Disease	CBCG
SUB1	Gene	Breast Cancer	Disease	ENTREZ:10923		25751625	GNBR::Y::Gene:Disease	CBCG
SULT1A1	Gene	Breast Cancer	Disease	ENTREZ:6817		11219777	GNBR::Y::Gene:Disease	CBCG
SULT1A1	Gene	Breast Cancer	Disease	ENTREZ:6817		15604994	GNBR::Y::Gene:Disease	CBCG
SULT1A1	Gene	Breast Cancer	Disease	ENTREZ:6817		21977969	GNBR::Y::Gene:Disease	CBCG
TBX3	Gene	Breast Cancer	Disease	ENTREZ:6926		32424353	GNBR::Y::Gene:Disease	CBCG
TBX3	Gene	Breast Cancer	Disease	ENTREZ:6926		35637532	GNBR::Y::Gene:Disease	CBCG
TCF7L2	Gene	Breast Cancer	Disease	ENTREZ:6934		17109766	GNBR::Y::Gene:Disease	CBCG
TCF7L2	Gene	Breast Cancer	Disease	ENTREZ:6934		35996498	GNBR::Y::Gene:Disease	CBCG
TCF7L2	Gene	Breast Cancer	Disease	ENTREZ:6934		27117709	GNBR::Y::Gene:Disease	CBCG
TCF7L2	Gene	Breast Cancer	Disease	ENTREZ:6934		27053251	GNBR::Y::Gene:Disease	CBCG
TCF7L2	Gene	Breast Cancer	Disease	ENTREZ:6934		35996498	GNBR::Y::Gene:Disease	CBCG
TCF7L2	Gene	Breast Cancer	Disease	ENTREZ:6934		23535729	GNBR::Y::Gene:Disease	CBCG
TEC	Gene	Breast Cancer	Disease	ENTREZ:7006		32139696	GNBR::Y::Gene:Disease	CBCG
TERT	Gene	Breast Cancer	Disease	ENTREZ:7015		22037553	GNBR::Y::Gene:Disease	CBCG
TERT	Gene	Breast Cancer	Disease	ENTREZ:7015		29058716	GNBR::Y::Gene:Disease	CBCG
TERT	Gene	Breast Cancer	Disease	ENTREZ:7015		24743323	GNBR::Y::Gene:Disease	CBCG
TERT	Gene	Breast Cancer	Disease	ENTREZ:7015		27117709	GNBR::Y::Gene:Disease	CBCG
TERT	Gene	Breast Cancer	Disease	ENTREZ:7015		27117709	GNBR::Y::Gene:Disease	CBCG
TERT	Gene	Breast Cancer	Disease	ENTREZ:7015		24743323	GNBR::Y::Gene:Disease	CBCG
TERT	Gene	Breast Cancer	Disease	ENTREZ:7015		23535731	GNBR::Y::Gene:Disease	CBCG
TET2	Gene	Breast Cancer	Disease	ENTREZ:54790		36424660	GNBR::Y::Gene:Disease	CBCG
TET2	Gene	Breast Cancer	Disease	ENTREZ:54790		23535729	GNBR::Y::Gene:Disease	CBCG
TET2	Gene	Breast Cancer	Disease	ENTREZ:54790		26354892	GNBR::Y::Gene:Disease	CBCG
TET2-AS1	Gene	Breast Cancer	Disease	ENTREZ:104384744		36424660	GNBR::Y::Gene:Disease	CBCG
TET2	Gene	Breast Cancer	Disease	ENTREZ:54790		36356581	GNBR::Y::Gene:Disease	CBCG
TEX10	Gene	Breast Cancer	Disease	ENTREZ:54881		25824743	GNBR::Y::Gene:Disease	CBCG
TEX15	Gene	Breast Cancer	Disease	ENTREZ:56154		28386063	GNBR::Y::Gene:Disease	CBCG
TGFB1	Gene	Breast Cancer	Disease	ENTREZ:7040		17293864	GNBR::Y::Gene:Disease	CBCG
TGFB1	Gene	Breast Cancer	Disease	ENTREZ:7040		17018785	GNBR::Y::Gene:Disease	CBCG
TGFBR1	Gene	Breast Cancer	Disease	ENTREZ:7046		11867510	GNBR::Y::Gene:Disease	CBCG
TGFBR2	Gene	Breast Cancer	Disease	ENTREZ:7048		nan	GNBR::Y::Gene:Disease	CBCG
TGFBR2	Gene	Breast Cancer	Disease	ENTREZ:7048		37524136	GNBR::Y::Gene:Disease	CBCG
TGFBR2	Gene	Breast Cancer	Disease	ENTREZ:7048		36356581	GNBR::Y::Gene:Disease	CBCG
TGIF2LX	Gene	Breast Cancer	Disease	ENTREZ:90316		36901898	GNBR::Y::Gene:Disease	CBCG
TINF2	Gene	Breast Cancer	Disease	ENTREZ:26277		35590014	GNBR::Y::Gene:Disease	CBCG
TLN2	Gene	Breast Cancer	Disease	ENTREZ:83660		36356581	GNBR::Y::Gene:Disease	CBCG
TLR1	Gene	Breast Cancer	Disease	ENTREZ:7096		36356581	GNBR::Y::Gene:Disease	CBCG
TNFSF11	Gene	Breast Cancer	Disease	ENTREZ:8600		36346787	GNBR::Y::Gene:Disease	CBCG
TNFSF4	Gene	Breast Cancer	Disease	ENTREZ:7292		22923054	GNBR::Y::Gene:Disease	CBCG
TNNT3	Gene	Breast Cancer	Disease	ENTREZ:7140		36703164	GNBR::Y::Gene:Disease	CBCG
TNNT3	Gene	Breast Cancer	Disease	ENTREZ:7140		20453838	GNBR::Y::Gene:Disease	CBCG
TOX3	Gene	Breast Cancer	Disease	ENTREZ:27324		36901898	GNBR::Y::Gene:Disease	CBCG
TOX3	Gene	Breast Cancer	Disease	ENTREZ:27324		17529967	GNBR::Y::Gene:Disease	CBCG
TOX3	Gene	Breast Cancer	Disease	ENTREZ:27324		17529967	GNBR::Y::Gene:Disease	CBCG
TP53	Gene	Breast Cancer	Disease	ENTREZ:7157		16551709	GNBR::Y::Gene:Disease	CBCG
TP53	Gene	Breast Cancer	Disease	ENTREZ:7157		12610779	GNBR::Y::Gene:Disease	CBCG
TP53	Gene	Breast Cancer	Disease	ENTREZ:7157		33471991	GNBR::Y::Gene:Disease	CBCG
TP53	Gene	Breast Cancer	Disease	ENTREZ:7157		35884425	GNBR::Y::Gene:Disease	CBCG
TP53	Gene	Breast Cancer	Disease	ENTREZ:7157		35396981	GNBR::Y::Gene:Disease	CBCG
TP53	Gene	Breast Cancer	Disease	ENTREZ:7157		37300745	GNBR::Y::Gene:Disease	CBCG
TP53	Gene	Breast Cancer	Disease	ENTREZ:7157		36708564	GNBR::Y::Gene:Disease	CBCG
TP53	Gene	Breast Cancer	Disease	ENTREZ:7157		11927843	GNBR::Y::Gene:Disease	CBCG
TP53	Gene	Breast Cancer	Disease	ENTREZ:7157		35264596	GNBR::Y::Gene:Disease	CBCG
TPTE2	Gene	Breast Cancer	Disease	ENTREZ:93492		36424660	GNBR::Y::Gene:Disease	CBCG
TRIM46	Gene	Breast Cancer	Disease	ENTREZ:80128		29059683	GNBR::Y::Gene:Disease	CBCG
TSPYL6	Gene	Breast Cancer	Disease	ENTREZ:388951		27458158	GNBR::Y::Gene:Disease	CBCG
TopBP1	Gene	Breast Cancer	Disease			16930991	GNBR::Y::Gene:Disease	CBCG
UGT1A	Gene	Breast Cancer	Disease	ENTREZ:7361		10706110	GNBR::Y::Gene:Disease	CBCG
UGT1A10	Gene	Breast Cancer	Disease	ENTREZ:54575		10706110	GNBR::Y::Gene:Disease	CBCG
UGT1A3	Gene	Breast Cancer	Disease	ENTREZ:54659		10706110	GNBR::Y::Gene:Disease	CBCG
UGT1A4	Gene	Breast Cancer	Disease	ENTREZ:54657		10706110	GNBR::Y::Gene:Disease	CBCG
UGT1A5	Gene	Breast Cancer	Disease	ENTREZ:54579		10706110	GNBR::Y::Gene:Disease	CBCG
UGT1A6	Gene	Breast Cancer	Disease	ENTREZ:54578		10706110	GNBR::Y::Gene:Disease	CBCG
UGT1A7	Gene	Breast Cancer	Disease	ENTREZ:54577		10706110	GNBR::Y::Gene:Disease	CBCG
UGT1A8	Gene	Breast Cancer	Disease	ENTREZ:54576		10706110	GNBR::Y::Gene:Disease	CBCG
UGT1A9	Gene	Breast Cancer	Disease	ENTREZ:54600		10706110	GNBR::Y::Gene:Disease	CBCG
UNC13C	Gene	Breast Cancer	Disease	ENTREZ:440279		21908515	GNBR::Y::Gene:Disease	CBCG
USHBP1	Gene	Breast Cancer	Disease	ENTREZ:83878		27601076	GNBR::Y::Gene:Disease	CBCG
VDR	Gene	Breast Cancer	Disease	ENTREZ:7421		10680726	GNBR::Y::Gene:Disease	CBCG
VDR	Gene	Breast Cancer	Disease	ENTREZ:7421		19124512	GNBR::Y::Gene:Disease	CBCG
VDR	Gene	Breast Cancer	Disease	ENTREZ:7421		36854857	GNBR::Y::Gene:Disease	CBCG
VDR	Gene	Breast Cancer	Disease	ENTREZ:7421		10597185	GNBR::Y::Gene:Disease	CBCG
VDR	Gene	Breast Cancer	Disease	ENTREZ:7421		35942872	GNBR::Y::Gene:Disease	CBCG
VDR	Gene	Breast Cancer	Disease	ENTREZ:7421		36645723	GNBR::Y::Gene:Disease	CBCG
WRAP53	Gene	Breast Cancer	Disease	ENTREZ:55135		17683073	GNBR::Y::Gene:Disease	CBCG
WRN	Gene	Breast Cancer	Disease	ENTREZ:7486		26690424	GNBR::Y::Gene:Disease	CBCG
WTAPP1	Gene	Breast Cancer	Disease	ENTREZ:100288077		28961241	GNBR::Y::Gene:Disease	CBCG
WTAPP1	Gene	Breast Cancer	Disease	ENTREZ:100288077		23696797	GNBR::Y::Gene:Disease	CBCG
WTAPP1	Gene	Breast Cancer	Disease	ENTREZ:100288077		23696797	GNBR::Y::Gene:Disease	CBCG
XPC	Gene	Breast Cancer	Disease	ENTREZ:7508		27768589	GNBR::Y::Gene:Disease	CBCG
XRCC1	Gene	Breast Cancer	Disease	ENTREZ:7515		35691022	GNBR::Y::Gene:Disease	CBCG
XRCC1	Gene	Breast Cancer	Disease	ENTREZ:7515		18188695	GNBR::Y::Gene:Disease	CBCG
XRCC2	Gene	Breast Cancer	Disease	ENTREZ:7516		22464251	GNBR::Y::Gene:Disease	CBCG
XRCC2	Gene	Breast Cancer	Disease	ENTREZ:7516		25556451	GNBR::Y::Gene:Disease	CBCG
XRCC3	Gene	Breast Cancer	Disease	ENTREZ:7517		12023982	GNBR::Y::Gene:Disease	CBCG
XRCC3	Gene	Breast Cancer	Disease	ENTREZ:7517		nan	GNBR::Y::Gene:Disease	CBCG
XRCC3	Gene	Breast Cancer	Disease	ENTREZ:7517		28983784	GNBR::Y::Gene:Disease	CBCG
XRCC3	Gene	Breast Cancer	Disease	ENTREZ:7517		35061678	GNBR::Y::Gene:Disease	CBCG
XRCC3	Gene	Breast Cancer	Disease	ENTREZ:7517		36761956	GNBR::Y::Gene:Disease	CBCG
XRCC3	Gene	Breast Cancer	Disease	ENTREZ:7517		35691022	GNBR::Y::Gene:Disease	CBCG
XRCC5	Gene	Breast Cancer	Disease	ENTREZ:7520		18000863	GNBR::Y::Gene:Disease	CBCG
XRCC6	Gene	Breast Cancer	Disease	ENTREZ:2547		29059683	GNBR::Y::Gene:Disease	CBCG
XRCC6	Gene	Breast Cancer	Disease	ENTREZ:2547		36356581	GNBR::Y::Gene:Disease	CBCG
ZBED6	Gene	Breast Cancer	Disease	ENTREZ:100381270		36356581	GNBR::Y::Gene:Disease	CBCG
ZBTB38	Gene	Breast Cancer	Disease	ENTREZ:253461		29059683	GNBR::Y::Gene:Disease	CBCG
ZBTB38	Gene	Breast Cancer	Disease	ENTREZ:253461		36356581	GNBR::Y::Gene:Disease	CBCG
ZC3H11A	Gene	Breast Cancer	Disease	ENTREZ:9877		25038754	GNBR::Y::Gene:Disease	CBCG
ZC3H11A	Gene	Breast Cancer	Disease	ENTREZ:9877		36356581	GNBR::Y::Gene:Disease	CBCG
ZMIZ1	Gene	Breast Cancer	Disease	ENTREZ:57178		27863437	GNBR::Y::Gene:Disease	CBCG
ZMIZ1	Gene	Breast Cancer	Disease	ENTREZ:57178		nan	GNBR::Y::Gene:Disease	CBCG
ZMIZ1	Gene	Breast Cancer	Disease	ENTREZ:57178		20453838	GNBR::Y::Gene:Disease	CBCG
ZMIZ1	Gene	Breast Cancer	Disease	ENTREZ:57178		24743323	GNBR::Y::Gene:Disease	CBCG
ZMIZ1	Gene	Breast Cancer	Disease	ENTREZ:57178		36356581	GNBR::Y::Gene:Disease	CBCG
ZNF320	Gene	Breast Cancer	Disease	ENTREZ:162967		35042965	GNBR::Y::Gene:Disease	CBCG
ZNF404	Gene	Breast Cancer	Disease	ENTREZ:342908		36703164	GNBR::Y::Gene:Disease	CBCG
ZNF439	Gene	Breast Cancer	Disease	ENTREZ:90594		35042965	GNBR::Y::Gene:Disease	CBCG
ZNF479	Gene	Breast Cancer	Disease	ENTREZ:90827		36424660	GNBR::Y::Gene:Disease	CBCG
ZNF577	Gene	Breast Cancer	Disease	ENTREZ:84765		21424380	GNBR::Y::Gene:Disease	CBCG
ZNF577	Gene	Breast Cancer	Disease	ENTREZ:84765		21424380	GNBR::Y::Gene:Disease	CBCG
ZNF577	Gene	Breast Cancer	Disease	ENTREZ:84765		21424380	GNBR::Y::Gene:Disease	CBCG
ZSCAN25	Gene	Breast Cancer	Disease	ENTREZ:221785		19229255	GNBR::Y::Gene:Disease	CBCG
ZZEF1	Gene	Breast Cancer	Disease	ENTREZ:23140		36356581	GNBR::Y::Gene:Disease	CBCG
